date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-18,3.23,3.26,3.25,3.21,405328.28,0.02,0.62,3.24,3.23,3.228,465878.24,402856.85,412178.48,0.34
2016-10-17,3.26,3.27,3.23,3.21,522574.12,-0.05,-1.52,3.238,3.224,3.231,465412.77,395334.14,434242.96,0.44
2016-10-14,3.21,3.29,3.28,3.2,888117.88,0.06,1.86,3.238,3.22,3.237,435962.74,381904.53,449759.49,0.75
2016-10-13,3.22,3.23,3.22,3.21,279682.34,0.0,0.0,3.224,3.215,3.24,299464.26,323724.28,440838.73,0.24
2016-10-12,3.22,3.23,3.22,3.21,233688.59,-0.01,-0.31,3.22,3.218,3.247,293949.9,347534.2,452870.2,0.2
2016-10-11,3.23,3.24,3.24,3.22,403000.94,0.01,0.31,3.22,3.219,3.253,339835.46,345156.89,461161.62,0.34
2016-10-10,3.21,3.23,3.23,3.2,375323.94,0.03,0.94,3.21,3.218,3.259,325255.5,321448.02,461705.04,0.32
2016-09-30,3.2,3.21,3.21,3.19,205625.48,0.01,0.31,3.202,3.218,3.265,327846.31,310552.38,463999.9,0.17
2016-09-29,3.2,3.22,3.2,3.19,252110.56,-0.02,-0.62,3.206,3.219,3.272,347984.31,330896.03,475216.93,0.21
2016-09-28,3.19,3.23,3.22,3.18,463116.38,0.03,0.94,3.216,3.222,3.279,401118.5,362516.9,499210.61,0.39
2016-09-27,3.18,3.2,3.19,3.17,330101.12,0.0,0.0,3.218,3.226,3.289,350478.31,421500.11,491666.63,0.28
2016-09-26,3.23,3.23,3.19,3.18,388278.03,-0.04,-1.24,3.226,3.237,3.3,317640.54,473151.78,493524.51,0.33
2016-09-23,3.24,3.25,3.23,3.22,306315.44,-0.02,-0.61,3.234,3.253,3.31,293258.44,517614.45,509059.44,0.26
2016-09-22,3.23,3.27,3.25,3.23,517781.53,0.02,0.62,3.232,3.265,3.321,313807.76,557953.19,514310.06,0.44
2016-09-21,3.22,3.24,3.23,3.22,209915.45,0.0,0.0,3.228,3.275,3.33,323915.3,558206.2,516915.45,0.18
2016-09-20,3.24,3.24,3.23,3.22,165912.23,-0.01,-0.31,3.234,3.287,3.341,492521.91,577166.35,523232.07,0.14
2016-09-19,3.22,3.24,3.23,3.22,266367.53,0.01,0.31,3.248,3.3,3.352,628663.02,601962.06,543553.94,0.23
2016-09-14,3.21,3.23,3.22,3.2,409062.06,-0.01,-0.31,3.272,3.311,3.364,741970.46,617447.42,567279.11,0.35
2016-09-13,3.25,3.26,3.23,3.21,568319.25,-0.02,-0.61,3.298,3.324,3.377,802098.61,619537.83,595451.18,0.48
2016-09-12,3.27,3.27,3.26,3.2,1052948.5,-0.03,-0.91,3.322,3.336,3.391,792497.09,635904.33,643425.78,0.89
2016-09-09,3.34,3.35,3.3,3.29,846617.75,-0.04,-1.2,3.34,3.351,3.403,661810.79,561833.14,716128.74,0.72
2016-09-08,3.36,3.36,3.35,3.33,832904.75,-0.01,-0.3,3.352,3.362,3.407,575261.09,513897.23,702006.13,0.71
2016-09-07,3.36,3.39,3.35,3.34,709702.81,-0.01,-0.3,3.35,3.367,3.407,492924.38,500504.42,680706.17,0.6
2016-09-06,3.34,3.36,3.35,3.32,520311.62,0.0,0.0,3.35,3.376,3.408,436977.04,470666.94,675237.35,0.44
2016-09-05,3.35,3.36,3.35,3.33,399517.0,0.0,0.0,3.35,3.385,3.409,479311.57,475624.71,677722.99,0.34
2016-09-02,3.34,3.36,3.36,3.33,413869.28,0.03,0.9,3.362,3.395,3.411,461855.5,469297.79,687575.18,0.35
2016-09-01,3.36,3.37,3.34,3.33,421221.19,-0.02,-0.59,3.372,3.404,3.411,452533.38,485145.82,700295.97,0.36
2016-08-31,3.35,3.36,3.35,3.33,429966.12,0.0,0.0,3.384,3.417,3.414,508084.46,517110.79,716391.44,0.36
2016-08-30,3.39,3.39,3.35,3.34,731984.25,-0.06,-1.76,3.402,3.429,3.418,504356.84,571364.54,750590.47,0.62
2016-08-29,3.4,3.42,3.41,3.38,312236.66,0.01,0.29,3.42,3.445,3.419,471937.86,650947.24,737780.48,0.26
2016-08-26,3.41,3.43,3.41,3.39,367258.66,0.01,0.29,3.428,3.455,3.417,476740.08,870424.33,760470.59,0.31
2016-08-25,3.44,3.45,3.4,3.37,698976.62,-0.05,-1.45,3.436,3.452,3.415,517758.26,890115.02,793662.65,0.59
2016-08-24,3.44,3.45,3.44,3.41,411328.03,0.0,0.0,3.45,3.447,3.415,526137.12,860907.92,838677.16,0.35
2016-08-23,3.45,3.46,3.44,3.41,569889.31,-0.01,-0.29,3.456,3.439,3.411,638372.24,879807.76,894016.05,0.48
2016-08-22,3.45,3.46,3.45,3.43,336247.78,0.0,0.0,3.47,3.433,3.409,829956.63,879821.27,916256.36,0.28
2016-08-19,3.46,3.47,3.45,3.42,572349.56,-0.02,-0.58,3.482,3.426,3.404,1264108.57,905852.57,918027.95,0.48
2016-08-18,3.46,3.5,3.47,3.46,740870.94,0.0,0.0,3.468,3.418,3.398,1262471.79,915446.12,921898.39,0.63
2016-08-17,3.5,3.5,3.47,3.45,972503.62,-0.03,-0.86,3.444,3.411,3.393,1195678.72,915672.08,924864.15,0.82
2016-08-16,3.52,3.53,3.51,3.47,1527811.25,0.0,0.0,3.422,3.407,3.389,1121243.29,929816.41,897724.88,1.29
2016-08-15,3.39,3.52,3.51,3.38,2507007.5,0.12,3.54,3.396,3.393,3.382,929685.91,824613.72,861439.49,2.12
2016-08-12,3.34,3.39,3.38,3.34,564165.62,0.03,0.9,3.37,3.378,3.377,547596.57,650516.85,791176.56,0.48
2016-08-11,3.37,3.38,3.35,3.35,406905.62,-0.01,-0.3,3.368,3.378,3.378,568420.45,697210.28,801444.65,0.34
2016-08-10,3.39,3.39,3.36,3.35,600326.44,-0.03,-0.89,3.378,3.382,3.38,635665.44,816446.39,838073.58,0.51
2016-08-09,3.37,3.39,3.38,3.35,570024.38,0.0,0.0,3.392,3.382,3.382,738389.53,908224.33,933994.97,0.48
2016-08-08,3.35,3.38,3.38,3.34,596560.81,0.01,0.3,3.39,3.385,3.39,719541.53,952691.44,1113839.41,0.51
2016-08-05,3.4,3.4,3.37,3.36,668285.0,-0.03,-0.88,3.386,3.381,3.384,753437.13,930203.33,1135609.6,0.57
2016-08-04,3.39,3.41,3.4,3.37,743130.56,-0.02,-0.58,3.388,3.377,3.378,826000.11,928350.67,1149439.94,0.63
2016-08-03,3.38,3.44,3.43,3.37,1113946.88,0.06,1.78,3.386,3.375,3.371,997227.35,934056.22,1162545.04,0.94
2016-08-02,3.37,3.39,3.37,3.34,475784.38,0.01,0.3,3.372,3.37,3.362,1078059.13,865633.35,1151930.64,0.4
2016-08-01,3.37,3.38,3.36,3.31,766038.81,-0.02,-0.59,3.38,3.371,3.357,1185841.36,898265.27,1221157.45,0.65
2016-07-29,3.39,3.44,3.38,3.37,1031099.94,-0.01,-0.29,3.376,3.376,3.35,1106969.54,931836.27,1233630.81,0.87
2016-07-28,3.34,3.49,3.39,3.31,1599266.75,0.04,1.19,3.366,3.378,3.34,1030701.23,905679.01,1199354.29,1.35
2016-07-27,3.42,3.43,3.36,3.28,1518105.75,-0.05,-1.47,3.364,3.378,3.329,870885.09,859700.76,1145180.4,1.29
2016-07-26,3.34,3.42,3.41,3.33,1014695.56,0.07,2.1,3.368,3.382,3.32,653207.58,959765.61,1109323.79,0.86
2016-07-25,3.33,3.36,3.34,3.32,371679.69,0.0,0.0,3.362,3.394,3.307,610689.17,1274987.38,1089787.94,0.31
2016-07-22,3.39,3.39,3.33,3.32,649758.38,-0.05,-1.48,3.376,3.386,3.297,756703.01,1341015.86,1091785.97,0.55
