date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-18,20.21,20.4,20.32,20.02,27461.54,0.17,0.84,20.364,20.194,20.17,24320.51,29615.54,30801.12,0.29
2016-10-17,20.48,20.48,20.15,19.98,20847.47,-0.26,-1.27,20.396,20.13,20.195,28993.28,29443.21,32095.62,0.22
2016-10-14,20.47,20.47,20.43,20.22,25345.88,0.02,0.1,20.396,20.065,20.234,32355.51,31224.08,33612.91,0.27
2016-10-13,20.53,20.53,20.4,20.26,22073.81,-0.13,-0.63,20.312,20.035,20.252,33584.91,31889.56,34652.62,0.24
2016-10-12,20.49,20.59,20.52,20.25,25873.85,0.04,0.2,20.202,20.037,20.266,36582.98,33796.55,35401.02,0.28
2016-10-11,20.19,20.63,20.48,20.05,50825.38,0.33,1.64,20.024,20.014,20.264,34910.57,33459.3,35607.65,0.54
2016-10-10,19.99,20.2,20.15,19.8,37658.61,0.12,0.6,19.864,19.984,20.256,29893.14,30790.95,35312.63,0.4
2016-09-30,19.85,20.1,20.01,19.79,31492.91,0.17,0.86,19.734,20.016,20.275,30092.65,30498.77,35866.32,0.34
2016-09-29,19.66,19.86,19.85,19.63,37064.17,0.22,1.12,19.758,20.041,20.329,30194.2,29423.04,36636.63,0.4
2016-09-28,19.8,19.82,19.63,19.58,17511.79,-0.03,-0.15,19.872,20.092,20.383,31010.12,28483.55,36579.59,0.19
2016-09-27,19.49,19.73,19.68,19.4,25738.21,0.14,0.72,20.004,20.145,20.451,32008.02,31986.7,37887.87,0.28
2016-09-26,20.0,20.1,19.5,19.5,38656.19,-0.63,-3.13,20.104,20.26,20.511,31688.76,34748.04,38322.48,0.41
2016-09-23,20.47,20.49,20.13,20.03,32000.64,-0.28,-1.37,20.298,20.403,20.579,30904.88,36001.74,39138.56,0.34
2016-09-22,20.38,20.65,20.42,20.32,41143.76,0.14,0.69,20.324,20.469,20.634,28651.89,37415.68,39853.32,0.44
2016-09-21,20.21,20.3,20.29,20.14,22501.3,0.07,0.35,20.312,20.495,20.688,25956.98,37005.48,40587.25,0.24
2016-09-20,20.4,20.47,20.18,20.13,24141.92,-0.27,-1.32,20.286,20.514,20.757,31965.39,37756.01,43540.71,0.26
2016-09-19,20.34,20.75,20.47,20.28,34736.8,0.21,1.04,20.416,20.527,20.835,37807.31,39834.31,46586.63,0.37
2016-09-14,20.34,20.35,20.26,20.18,20735.67,-0.11,-0.54,20.508,20.533,20.906,41098.6,41233.88,52247.36,0.22
2016-09-13,20.3,20.44,20.36,20.16,27669.23,0.14,0.69,20.614,20.616,20.975,46179.46,43850.21,56332.83,0.3
2016-09-12,20.4,20.55,20.16,20.1,52543.31,-0.69,-3.31,20.678,20.673,21.054,48053.98,44675.64,64903.71,0.56
2016-09-09,21.0,21.12,20.83,20.78,53351.55,-0.11,-0.53,20.742,20.757,21.115,43546.64,43789.03,70875.44,0.57
2016-09-08,20.78,21.05,20.93,20.7,51193.22,0.13,0.62,20.638,20.762,21.086,41861.31,41896.93,71173.04,0.55
2016-09-07,20.69,21.09,20.79,20.59,46140.0,0.15,0.73,20.558,20.754,21.024,41369.17,42275.38,71021.1,0.49
2016-09-06,20.51,20.77,20.68,20.18,37041.82,0.2,0.98,20.618,20.799,20.992,41520.95,42290.97,71510.92,0.4
2016-09-05,20.18,20.58,20.48,20.18,30006.59,0.14,0.69,20.668,20.88,20.976,41297.3,44169.01,72447.08,0.32
2016-09-02,20.66,20.66,20.31,20.2,44924.93,-0.27,-1.31,20.772,20.999,20.965,44031.43,49325.42,73696.44,0.48
2016-09-01,21.16,21.16,20.53,20.5,48732.49,-0.57,-2.7,20.886,21.143,20.949,41932.55,53338.95,74026.16,0.52
2016-08-31,20.92,21.23,21.09,20.73,46898.94,0.17,0.81,20.95,21.278,20.932,43181.59,63260.83,73741.81,0.5
2016-08-30,21.09,21.18,20.93,20.72,35923.54,-0.09,-0.43,20.98,21.334,20.885,43060.99,68815.46,75859.73,0.38
2016-08-29,20.89,21.18,21.0,20.75,43677.26,0.14,0.67,21.092,21.435,20.829,47040.73,85131.79,76820.27,0.47
2016-08-26,20.98,21.01,20.88,20.69,34430.52,0.02,0.1,21.226,21.473,20.744,54619.4,97961.85,79038.95,0.37
2016-08-25,21.13,21.13,20.85,20.6,54977.71,-0.39,-1.84,21.4,21.41,20.703,64745.35,100449.16,81294.1,0.59
2016-08-24,21.52,21.64,21.24,21.2,46295.93,-0.25,-1.16,21.606,21.294,20.681,83340.07,99766.82,84322.32,0.5
2016-08-23,21.65,21.96,21.49,21.21,55822.22,-0.18,-0.83,21.688,21.185,20.695,94569.93,100730.87,90331.7,0.6
2016-08-22,21.95,22.39,21.67,21.65,81570.63,-0.09,-0.41,21.778,21.072,20.716,123222.85,100725.14,91640.88,0.87
2016-08-19,21.92,21.92,21.75,21.21,85060.24,-0.14,-0.64,21.72,20.93,20.739,141304.3,98067.47,94688.74,0.91
2016-08-18,21.68,22.45,21.88,21.53,147951.33,0.26,1.2,21.42,20.755,20.734,136152.97,94713.36,96510.02,1.58
2016-08-17,21.65,21.94,21.65,21.51,102445.21,-0.3,-1.37,20.982,20.585,20.723,116193.58,84222.79,96521.13,1.1
2016-08-16,21.4,22.45,21.94,20.99,199086.83,0.57,2.67,20.682,20.436,20.684,106891.81,82904.0,95028.11,2.13
2016-08-15,20.2,21.99,21.38,20.14,171977.91,1.13,5.58,20.366,20.222,20.646,78227.43,68508.75,88432.86,1.84
2016-08-12,19.73,20.29,20.25,19.62,59303.57,0.54,2.74,20.14,20.014,20.634,54830.64,60116.06,84236.69,0.63
2016-08-11,20.1,20.2,19.69,19.66,48154.36,-0.46,-2.28,20.09,19.996,20.683,53273.76,62139.04,87760.22,0.52
2016-08-10,20.42,20.42,20.15,19.99,55936.38,-0.27,-1.32,20.188,20.067,20.748,52252.0,68877.81,91490.78,0.6
2016-08-09,20.3,20.44,20.36,20.07,55764.94,0.07,0.34,20.19,20.205,20.775,58916.18,79932.54,95447.8,0.6
2016-08-08,19.95,20.45,20.25,19.75,54993.96,0.24,1.2,20.078,20.359,20.805,58790.06,82556.61,103471.35,0.59
2016-08-05,20.2,20.45,20.0,19.97,51519.15,-0.18,-0.89,19.888,20.548,20.775,65401.47,91310.01,104483.36,0.55
2016-08-04,20.18,20.3,20.18,19.86,43045.56,0.03,0.15,19.902,20.713,20.76,71004.31,98306.68,104676.46,0.46
2016-08-03,19.87,20.52,20.16,19.77,89257.29,0.36,1.82,19.946,20.86,20.738,85503.62,108819.47,107281.53,0.95
2016-08-02,19.5,19.84,19.8,19.34,55134.35,0.39,2.01,20.22,20.932,20.734,100948.89,107152.23,108709.2,0.59
2016-08-01,20.0,20.0,19.3,18.99,88050.99,-0.79,-3.93,20.64,21.07,20.746,106323.16,108356.98,112717.16,0.94
2016-07-29,20.32,20.78,20.07,20.04,79533.38,-0.36,-1.76,21.208,21.253,20.778,117218.54,108357.33,112949.59,0.85
2016-07-28,21.12,21.13,20.4,20.07,115542.08,-0.74,-3.5,21.524,21.37,20.76,125609.05,113381.4,112827.79,1.24
2016-07-27,21.91,22.43,21.53,20.6,166483.66,-0.36,-1.65,21.774,21.428,20.724,132135.32,114103.75,112049.13,1.78
2016-07-26,21.98,22.09,21.9,21.61,82005.71,-0.24,-1.08,21.644,21.345,20.643,113355.57,110963.07,109273.05,0.88
2016-07-25,21.71,22.6,22.14,21.52,142527.89,0.47,2.17,21.5,21.251,20.537,110390.79,124386.09,113876.78,1.52
2016-07-22,21.6,22.24,21.65,21.46,121485.91,0.02,0.09,21.298,21.002,20.41,99496.11,117656.71,115889.87,1.3
2016-07-21,20.86,21.86,21.65,20.82,148173.45,0.76,3.64,21.216,20.806,20.269,101153.74,111046.23,115895.33,1.59
2016-07-20,20.96,21.19,20.88,20.77,72584.91,-0.31,-1.46,21.082,20.616,20.151,96072.17,105743.6,115765.19,0.78
2016-07-19,21.2,21.23,21.18,20.61,67181.79,0.05,0.24,21.046,20.535,20.048,108570.56,110266.17,115483.57,0.72
2016-07-18,21.23,21.76,21.13,20.85,88054.49,-0.12,-0.56,21.002,20.421,19.933,138381.4,117077.34,120395.27,0.94
2016-07-15,20.91,21.86,21.24,20.9,129774.08,0.27,1.29,20.706,20.303,19.79,135817.32,117541.85,118094.88,1.39
2016-07-14,20.71,21.22,20.98,20.62,122765.58,0.29,1.4,20.396,20.149,19.647,120938.72,112274.19,114420.35,1.31
2016-07-13,21.0,21.06,20.7,20.55,135076.88,-0.25,-1.19,20.15,20.02,19.523,115415.02,109994.52,111661.75,1.44
2016-07-12,19.56,21.0,20.96,19.56,216235.95,1.3,6.61,20.024,19.941,19.425,111961.77,107583.03,108856.94,2.31
2016-07-11,19.83,19.83,19.65,19.5,75234.09,-0.05,-0.25,19.84,19.822,19.296,95773.28,103367.48,101300.13,0.8
2016-07-08,19.74,19.84,19.69,19.55,55381.09,-0.07,-0.35,19.9,19.817,19.23,99266.39,114123.03,104242.41,0.59
2016-07-07,19.96,19.99,19.75,19.59,95147.09,-0.3,-1.5,19.902,19.732,19.215,103609.65,120744.42,110869.65,1.02
2016-07-06,20.06,20.12,20.07,19.63,117810.62,0.08,0.4,19.89,19.686,19.161,104574.01,125786.79,108748.07,1.26
2016-07-05,19.95,20.41,20.04,19.89,135293.5,0.1,0.5,19.858,19.561,19.101,103204.29,120700.98,106939.12,1.45
2016-07-04,19.54,20.04,19.95,19.51,92699.67,0.23,1.17,19.804,19.445,19.043,110961.67,123713.21,104891.71,0.99
2016-07-01,19.8,19.84,19.7,19.52,77097.39,-0.01,-0.05,19.734,19.276,18.993,128979.67,118647.9,107009.38,0.82
2016-06-30,19.93,20.17,19.69,19.56,99968.88,-0.21,-1.05,19.562,19.145,18.933,137879.19,116566.51,107417.27,1.07
2016-06-29,19.96,20.2,19.91,19.66,110962.01,0.14,0.71,19.482,19.025,18.871,146999.56,113328.98,106281.49,1.19
2016-06-28,19.53,20.15,19.77,19.27,174080.41,0.17,0.87,19.264,18.908,18.764,138197.67,110130.85,103223.67,1.86
2016-06-27,18.81,19.8,19.6,18.63,182789.66,0.75,3.98,19.086,18.77,18.68,136464.75,99232.79,97227.17,1.96
2016-06-24,19.19,19.4,18.84,18.3,121594.98,-0.43,-2.23,18.818,18.642,18.609,108316.13,94361.79,92137.23,1.3
2016-06-23,18.81,19.5,19.29,18.67,145570.73,0.47,2.5,18.728,18.697,18.589,95253.82,100994.87,89116.39,1.56
2016-06-22,18.51,18.85,18.82,18.48,66952.59,-0.03,-0.16,18.568,18.636,18.549,79658.4,91709.36,86821.76,0.72
2016-06-21,18.7,19.58,18.88,18.7,165415.77,0.59,3.23,18.552,18.641,18.57,82064.03,93177.25,90908.18,1.77
2016-06-20,18.32,18.4,18.26,18.11,42046.6,-0.15,-0.81,18.454,18.64,18.582,62000.83,86070.21,92849.79,0.45
2016-06-17,18.49,18.63,18.39,18.24,56283.43,-0.09,-0.49,18.466,18.709,18.57,80407.44,95370.87,96134.14,0.6
2016-06-16,18.54,18.68,18.49,18.24,67593.61,-0.23,-1.23,18.666,18.72,18.568,106735.92,98268.03,101559.95,0.72
2016-06-15,18.0,18.76,18.74,17.91,78980.72,0.4,2.18,18.704,18.716,18.537,103760.32,99233.99,101959.05,0.84
2016-06-14,18.4,18.43,18.39,17.93,65099.77,0.05,0.27,18.73,18.619,18.485,104290.48,96316.48,100152.93,0.7
2016-06-13,19.01,19.38,18.32,18.11,134079.69,-1.07,-5.52,18.826,18.59,18.446,110139.59,95221.55,100101.02,1.43
