date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-18,5.35,5.5,5.46,5.32,216934.75,0.11,2.06,5.364,5.282,5.305,149522.26,108074.21,101742.97,0.42
2016-10-17,5.39,5.42,5.34,5.34,163548.31,-0.05,-0.93,5.324,5.256,5.299,121376.92,93951.96,95373.4,0.32
2016-10-14,5.34,5.41,5.39,5.31,179046.95,0.04,0.75,5.302,5.239,5.301,103832.55,87570.01,90687.93,0.35
2016-10-13,5.28,5.35,5.35,5.26,120043.49,0.07,1.33,5.258,5.233,5.3,81996.29,74214.53,87081.63,0.23
2016-10-12,5.25,5.3,5.28,5.24,68037.79,0.02,0.38,5.22,5.233,5.301,70991.25,68636.58,86778.33,0.13
2016-10-11,5.24,5.27,5.26,5.23,76208.06,0.02,0.38,5.2,5.24,5.302,66626.17,68458.31,86965.46,0.15
2016-10-10,5.2,5.25,5.23,5.19,75826.44,0.06,1.16,5.188,5.25,5.305,66527.0,68192.4,89486.36,0.15
2016-09-30,5.17,5.19,5.17,5.13,69865.65,0.01,0.19,5.176,5.268,5.306,71307.48,72249.34,89656.05,0.14
2016-09-29,5.17,5.21,5.16,5.16,65018.31,-0.01,-0.19,5.208,5.285,5.312,66432.77,76526.88,89356.58,0.13
2016-09-28,5.18,5.22,5.18,5.16,46212.38,-0.02,-0.39,5.246,5.307,5.318,66281.92,79943.66,89604.11,0.09
2016-09-27,5.18,5.21,5.2,5.15,75712.23,0.03,0.58,5.28,5.327,5.324,70290.45,95411.72,90616.7,0.15
2016-09-26,5.3,5.32,5.17,5.17,99728.82,-0.15,-2.82,5.312,5.342,5.329,69857.79,96794.84,89879.95,0.19
2016-09-23,5.35,5.37,5.33,5.31,45492.12,-0.02,-0.37,5.36,5.362,5.335,73191.21,93805.84,88657.82,0.09
2016-09-22,5.36,5.39,5.35,5.34,64264.03,0.01,0.19,5.362,5.367,5.335,86620.98,99948.73,91036.22,0.13
2016-09-21,5.39,5.39,5.35,5.33,66255.07,-0.01,-0.19,5.368,5.369,5.336,93605.4,104920.08,92669.54,0.13
2016-09-20,5.42,5.42,5.36,5.35,73548.9,-0.06,-1.11,5.374,5.363,5.336,120532.98,105472.61,95111.53,0.14
2016-09-19,5.33,5.42,5.41,5.31,116395.92,0.07,1.31,5.372,5.359,5.343,123731.88,110780.33,100942.39,0.23
2016-09-14,5.35,5.38,5.34,5.27,112640.98,-0.04,-0.74,5.364,5.343,5.343,114420.47,107062.75,102015.12,0.22
2016-09-13,5.37,5.4,5.38,5.34,99186.14,-0.01,-0.19,5.372,5.338,5.348,113276.49,102186.28,102551.67,0.19
2016-09-12,5.27,5.4,5.38,5.23,200892.98,0.04,0.75,5.37,5.329,5.351,116234.76,99264.57,105673.48,0.39
2016-09-09,5.38,5.4,5.35,5.33,89543.4,-0.02,-0.37,5.352,5.321,5.354,90412.24,85821.68,108765.72,0.17
2016-09-08,5.36,5.42,5.37,5.35,69838.85,0.0,0.0,5.346,5.315,5.352,97828.78,82965.06,111800.78,0.14
2016-09-07,5.35,5.41,5.38,5.34,106921.08,0.02,0.37,5.322,5.308,5.344,99705.04,83509.81,111744.87,0.21
2016-09-06,5.3,5.38,5.37,5.26,113977.5,0.08,1.51,5.304,5.303,5.337,91096.06,82123.7,112255.33,0.22
2016-09-05,5.3,5.33,5.29,5.29,71780.35,-0.03,-0.56,5.288,5.302,5.33,82294.37,80419.0,112410.64,0.14
2016-09-02,5.25,5.33,5.32,5.22,126626.11,0.07,1.33,5.29,5.309,5.326,81231.13,84750.44,113533.14,0.25
2016-09-01,5.28,5.3,5.25,5.24,79220.14,-0.04,-0.76,5.284,5.326,5.319,68101.34,91104.46,109804.06,0.15
2016-08-31,5.29,5.3,5.29,5.27,63876.2,0.0,0.0,5.294,5.342,5.315,67314.58,96967.48,108875.4,0.12
2016-08-30,5.29,5.33,5.29,5.28,69969.06,-0.02,-0.38,5.302,5.358,5.309,73151.34,102917.07,108910.16,0.14
2016-08-29,5.29,5.33,5.3,5.25,66464.14,0.01,0.19,5.316,5.372,5.304,78543.63,112082.4,109227.12,0.13
2016-08-26,5.29,5.33,5.29,5.28,60977.16,0.0,0.0,5.328,5.386,5.297,88269.75,131709.75,110038.97,0.12
2016-08-25,5.31,5.33,5.3,5.21,75286.35,-0.03,-0.56,5.368,5.389,5.295,114107.57,140636.5,112050.31,0.17
2016-08-24,5.37,5.38,5.33,5.28,93059.97,-0.03,-0.56,5.39,5.379,5.295,126620.38,139979.93,114756.16,0.21
2016-08-23,5.37,5.42,5.36,5.33,96930.53,0.0,0.0,5.414,5.37,5.292,132682.81,142386.96,120315.97,0.22
