date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,halt
2013-10-21,7.48,7.57,7.54,7.37,197747.8,0.07,0.94,7.54,7.54,7.54,197747.8,197747.8,197747.8,1.62,0
2013-10-22,7.54,7.56,7.45,7.42,146355.27,-0.09,-1.19,7.495,7.495,7.495,172051.53,172051.53,172051.53,1.2,0
2013-10-23,7.46,7.62,7.42,7.41,171324.86,-0.03,-0.4,7.47,7.47,7.47,171809.31,171809.31,171809.31,1.4,0
2013-10-24,7.37,7.47,7.38,7.34,93503.76,-0.04,-0.54,7.448,7.448,7.448,152232.92,152232.92,152232.92,0.77,0
2013-10-25,7.4,7.5,7.34,7.28,140021.72,-0.04,-0.54,7.426,7.426,7.426,149790.68,149790.68,149790.68,1.15,0
2013-10-28,7.33,7.4,7.35,7.3,95588.99,0.01,0.14,7.388,7.413,7.413,129358.92,140757.07,140757.07,0.78,0
2013-10-29,7.38,7.53,7.44,7.23,208072.22,0.09,1.22,7.386,7.417,7.417,141702.31,150373.52,150373.52,1.7,0
2013-10-30,7.49,7.53,7.51,7.41,150530.42,0.07,0.94,7.404,7.429,7.429,137543.42,150393.13,150393.13,1.23,0
2013-10-31,7.52,7.53,7.39,7.38,117854.38,-0.12,-1.6,7.406,7.424,7.424,142413.55,146777.71,146777.71,0.96,0
2013-11-01,7.37,7.73,7.62,7.37,382347.19,0.23,3.11,7.462,7.444,7.444,190878.64,170334.66,170334.66,3.13,0
2013-11-04,7.6,7.66,7.56,7.51,176397.05,-0.06,-0.79,7.504,7.446,7.455,207040.25,168199.59,170885.79,1.44,0
2013-11-05,7.53,7.58,7.58,7.4,173553.16,0.02,0.27,7.532,7.459,7.465,200136.44,170919.38,171108.07,1.42,0
2013-11-06,7.54,7.64,7.44,7.43,124482.31,-0.14,-1.85,7.518,7.461,7.463,194926.82,166235.12,167521.47,1.02,0
2013-11-07,7.39,7.46,7.38,7.35,105378.07,-0.06,-0.81,7.516,7.461,7.457,192431.56,167422.55,163082.66,0.86,0
2013-11-08,7.36,7.43,7.1,7.07,173280.92,-0.28,-3.79,7.412,7.437,7.433,150618.3,170748.47,163762.54,1.42,0
2013-11-11,7.1,7.23,7.14,7.03,73470.73,0.04,0.56,7.328,7.416,7.415,130033.04,168536.65,158119.3,0.6,0
2013-11-12,7.15,7.22,7.17,7.13,88496.8,0.03,0.42,7.246,7.389,7.401,113021.77,156579.1,154023.86,0.72,0
2013-11-13,7.12,7.12,6.93,6.92,105406.95,-0.24,-3.35,7.144,7.331,7.374,109206.69,152066.76,151322.92,0.86,0
2013-11-14,6.94,6.97,6.96,6.84,79275.17,0.03,0.43,7.06,7.288,7.353,103986.11,148208.84,147530.94,0.65,0
2013-11-15,7.02,7.57,7.32,7.0,419930.59,0.36,5.17,7.104,7.258,7.351,153316.05,151967.17,161150.92,3.44,0
2013-11-18,7.4,7.99,7.91,7.34,630126.0,0.59,8.06,7.258,7.293,7.37,264647.1,197340.07,182769.83,5.16,0
2013-11-19,7.85,7.91,7.82,7.73,273752.69,-0.09,-1.14,7.388,7.317,7.388,301698.28,207360.02,189139.7,2.24,0
2013-11-20,7.91,7.95,7.85,7.75,178478.73,0.03,0.38,7.572,7.358,7.41,316312.64,212759.66,189497.39,1.46,0
2013-11-21,7.78,8.01,7.96,7.63,493084.84,0.11,1.4,7.772,7.416,7.439,399074.57,251530.34,209476.45,4.04,0
2013-11-22,7.98,8.07,7.87,7.8,359917.22,-0.09,-1.13,7.882,7.493,7.465,387071.9,270193.97,220471.22,2.95,0
2013-11-25,7.8,7.97,7.75,7.65,288903.28,-0.12,-1.52,7.85,7.554,7.485,318827.35,291737.23,230136.94,2.37,0
2013-11-26,7.69,7.95,7.8,7.69,253839.17,0.05,0.65,7.846,7.617,7.503,314844.65,308271.46,232425.28,2.08,0
2013-11-27,7.78,8.22,8.11,7.74,577447.25,0.31,3.97,7.898,7.735,7.533,394638.35,355475.49,253771.13,4.73,0
2013-11-28,8.03,8.19,8.01,7.99,471487.88,-0.1,-1.23,7.908,7.84,7.564,390318.96,394696.76,271452.8,3.86,0
2013-11-29,8.05,8.13,8.06,7.99,322509.25,0.05,0.62,7.946,7.914,7.586,382837.37,384954.63,268460.9,2.64,0
2013-12-02,8.45,8.85,8.61,8.26,1201366.88,0.55,6.82,8.118,7.984,7.639,565330.09,442078.72,319709.39,9.84,0
2013-12-03,8.48,8.6,8.55,8.36,473623.0,-0.06,-0.7,8.268,8.057,7.687,609286.85,462065.75,334712.89,3.88,0
2013-12-04,8.59,8.88,8.75,8.5,610189.19,0.2,2.34,8.396,8.147,7.753,615835.24,505236.8,358998.23,5.0,0
2013-12-05,8.71,8.85,8.77,8.6,414285.44,0.02,0.23,8.548,8.228,7.822,604394.75,497356.86,374443.6,3.39,0
2013-12-06,8.69,8.76,8.5,8.44,421647.69,-0.27,-3.08,8.636,8.291,7.892,624222.44,503529.9,386861.94,3.45,0
2013-12-09,8.53,8.67,8.4,8.38,295343.31,-0.1,-1.18,8.594,8.356,7.955,443017.73,504173.91,397955.57,2.42,0
2013-12-10,8.41,8.55,8.45,8.35,248886.02,0.05,0.59,8.574,8.421,8.019,398070.33,503678.59,405975.03,2.04,0
