date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,halt
2013-10-21,19.15,20.08,20.05,19.15,237296.09,1.04,5.47,20.05,20.05,20.05,237296.09,237296.09,237296.09,2.57,0
2013-10-22,19.85,20.28,19.32,19.27,181600.12,-0.73,-3.64,19.685,19.685,19.685,209448.11,209448.11,209448.11,1.97,0
2013-10-23,19.45,19.88,18.65,18.4,194571.33,-0.67,-3.47,19.34,19.34,19.34,204489.18,204489.18,204489.18,2.11,0
2013-10-24,18.46,19.28,19.05,18.36,149540.56,0.4,2.15,19.268,19.268,19.268,190752.03,190752.03,190752.03,1.62,0
2013-10-25,19.0,19.26,18.89,18.72,162001.09,-0.16,-0.84,19.192,19.192,19.192,185001.84,185001.84,185001.84,1.75,0
2013-10-28,18.92,19.18,18.26,18.24,117751.77,-0.63,-3.33,18.834,19.037,19.037,161092.97,173793.49,173793.49,1.28,0
2013-10-29,18.34,18.68,17.83,17.23,151788.22,-0.43,-2.35,18.536,18.864,18.864,155130.59,170649.88,170649.88,1.64,0
2013-10-30,17.83,18.44,18.39,17.73,90215.26,0.56,3.14,18.484,18.805,18.805,134259.38,160595.56,160595.56,0.98,0
2013-10-31,18.55,18.67,18.47,18.02,73396.62,0.08,0.43,18.368,18.768,18.768,119030.59,150906.78,150906.78,0.79,0
2013-11-01,18.47,18.47,18.25,17.89,63658.94,-0.22,-1.19,18.24,18.716,18.716,99362.16,142182.0,142182.0,0.69,0
2013-11-04,18.25,18.83,18.81,18.23,83652.31,0.56,3.07,18.35,18.592,18.725,92542.27,126817.62,136861.12,0.91,0
2013-11-05,18.82,19.06,19.01,18.42,70555.72,0.2,1.06,18.586,18.561,18.748,76295.77,115713.18,131335.67,0.76,0
2013-11-06,19.05,19.35,18.51,18.5,92470.93,-0.5,-2.63,18.61,18.547,18.73,76746.9,105503.14,128346.07,1.0,0
2013-11-07,18.42,18.43,17.67,17.61,125680.79,-0.84,-4.54,18.45,18.409,18.654,87203.74,103117.17,128155.7,1.36,0
2013-11-08,17.79,18.04,17.65,17.54,82291.46,-0.02,-0.11,18.33,18.285,18.587,90930.24,95146.2,125098.08,0.89,0
2013-11-11,17.55,18.18,17.99,17.52,53402.78,0.34,1.93,18.166,18.258,18.55,84880.34,88711.3,120617.12,0.58,0
2013-11-12,18.01,18.56,18.54,18.01,90380.78,0.55,3.06,18.072,18.329,18.549,88845.35,82570.56,118838.52,0.98,0
2013-11-13,18.72,18.96,18.2,18.02,130567.52,-0.34,-1.83,18.01,18.31,18.53,96464.67,86605.79,119490.13,1.41,0
2013-11-14,18.08,19.77,19.62,18.08,213473.77,1.42,7.8,18.4,18.425,18.587,114023.26,100613.5,124436.63,2.31,0
2013-11-15,19.65,21.5,20.57,19.65,407937.88,0.95,4.84,18.984,18.657,18.687,179152.55,135041.39,138611.7,4.42,0
2013-11-18,20.89,21.62,21.11,20.65,440733.16,0.54,2.62,19.608,18.887,18.74,256618.62,170749.48,148783.55,4.77,0
2013-11-19,20.98,21.25,21.03,20.65,200947.59,-0.08,-0.38,20.106,19.089,18.825,278731.98,183788.67,149750.92,2.18,0
2013-11-20,20.99,22.02,21.73,20.91,364357.38,0.7,3.33,20.812,19.411,18.979,325489.96,210977.31,158240.23,3.95,0
2013-11-21,21.6,22.0,21.52,21.22,254776.8,-0.21,-0.97,21.192,19.796,19.103,333750.56,223886.91,163502.04,2.76,0
2013-11-22,21.7,21.8,20.78,20.72,162288.78,-0.74,-3.44,21.234,20.109,19.197,284620.74,231886.64,163516.42,1.76,0
2013-11-25,21.09,21.55,21.04,20.8,161259.11,0.26,1.25,21.22,20.414,19.336,228725.93,242672.28,165691.79,1.75,0
2013-11-26,20.95,21.3,20.86,20.66,113743.09,-0.18,-0.86,21.186,20.646,19.488,211285.03,245008.51,163789.53,1.23,0
2013-11-27,20.87,21.38,21.37,20.75,124867.6,0.51,2.44,21.114,20.963,19.637,163387.08,244438.52,165522.15,1.35,0
2013-11-28,21.4,21.58,21.11,20.91,149897.59,-0.26,-1.22,21.032,21.112,19.769,142411.23,238080.9,169347.2,1.62,0
2013-11-29,21.11,21.7,21.31,20.95,172087.16,0.2,0.95,21.138,21.186,19.922,144370.91,214495.83,174768.61,1.86,0
2013-12-02,20.88,20.89,20.09,19.66,254376.62,-1.22,-5.72,20.948,21.084,19.986,162994.41,195860.17,183304.83,2.75,0
2013-12-03,20.12,20.75,20.58,20.12,110869.76,0.49,2.44,20.892,21.039,20.064,162419.75,186852.39,185320.53,1.2,0
