date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,halt
2013-10-21,13.08,13.55,13.21,12.95,2244620.5,0.44,3.45,13.21,13.21,13.21,2244620.5,2244620.5,2244620.5,4.54,0
2013-10-22,13.2,13.44,12.41,12.36,2431593.75,-0.8,-6.06,12.81,12.81,12.81,2338107.13,2338107.13,2338107.13,4.92,0
2013-10-23,12.28,12.62,11.36,11.17,3046710.5,-1.05,-8.46,12.327,12.327,12.327,2574308.25,2574308.25,2574308.25,6.16,0
2013-10-24,11.21,11.38,11.13,10.9,1436216.62,-0.23,-2.02,12.028,12.028,12.028,2289785.34,2289785.34,2289785.34,2.9,0
2013-10-25,11.21,11.36,10.49,10.23,2374312.25,-0.64,-5.75,11.72,11.72,11.72,2306690.72,2306690.72,2306690.72,4.8,0
2013-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013-10-29,10.9,11.54,11.54,10.61,3642697.0,1.05,10.01,11.386,11.69,11.69,2586306.02,2529358.44,2529358.44,7.36,0
2013-10-30,11.5,12.38,11.89,11.25,2971823.5,0.35,3.03,11.282,11.719,11.719,2694351.97,2592567.73,2592567.73,6.01,0
2013-10-31,10.75,11.3,10.7,10.7,2881541.75,-1.19,-10.01,11.15,11.591,11.591,2661318.22,2628689.48,2628689.48,5.83,0
2013-11-01,10.4,10.41,9.79,9.63,2842762.75,-0.91,-8.51,10.882,11.391,11.391,2942627.45,2652475.4,2652475.4,5.75,0
2013-11-04,9.78,10.04,9.83,9.63,1489826.5,0.04,0.41,10.75,11.235,11.235,2765730.3,2536210.51,2536210.51,3.01,0
2013-11-05,9.77,10.81,10.81,9.52,2464151.0,0.98,9.97,10.604,10.995,11.196,2530021.1,2558163.56,2529659.65,4.98,0
2013-11-06,10.67,10.87,10.31,10.31,2049678.5,-0.5,-4.62,10.288,10.785,11.123,2345592.1,2519972.04,2489661.22,4.14,0
2013-11-07,10.34,10.97,10.66,10.15,2063460.5,0.35,3.4,10.28,10.715,11.087,2181975.85,2421647.04,2456876.55,4.17,0
2013-11-08,10.45,10.8,10.71,10.22,1616149.75,0.05,0.47,10.464,10.673,11.06,1936653.25,2439640.35,2396824.63,3.27,0
2013-11-11,10.71,10.86,10.51,10.35,1301819.38,-0.2,-1.87,10.6,10.675,11.023,1899051.83,2332391.06,2323824.28,2.63,0
2013-11-12,10.51,10.59,10.35,9.8,1622483.88,-0.16,-1.52,10.508,10.556,10.981,1730718.4,2130369.75,2279990.51,3.28,0
2013-11-13,10.08,10.43,10.03,9.94,1372367.38,-0.32,-3.09,10.452,10.37,10.925,1595256.18,1970424.14,2226600.91,2.77,0
2013-11-14,9.96,10.35,10.3,9.62,1810206.0,0.27,2.69,10.38,10.33,10.891,1544605.28,1863290.56,2203467.86,3.66,0
2013-11-15,10.24,10.93,10.45,10.19,2380150.25,0.15,1.46,10.328,10.396,10.867,1697405.38,1817029.31,2212766.93,4.81,0
2013-11-18,10.7,11.05,10.85,10.41,2330896.0,0.4,3.83,10.396,10.498,10.867,1903220.7,1901136.26,2218673.39,4.71,0
2013-11-19,10.8,11.15,10.95,10.71,1989216.0,0.1,0.92,10.516,10.512,10.754,1976567.13,1853642.76,2205903.16,4.02,0
2013-11-20,10.89,10.99,10.85,10.67,1255436.88,-0.1,-0.91,10.68,10.566,10.676,1953181.03,1774218.6,2147095.32,2.54,0
2013-11-21,10.9,11.9,11.74,10.81,3271943.75,0.89,8.2,10.968,10.674,10.695,2245528.58,1895066.93,2158356.98,6.61,0
2013-11-22,11.6,11.67,11.42,11.3,1902905.5,-0.32,-2.73,11.162,10.745,10.709,2150079.63,1923742.5,2181691.43,3.85,0
2013-11-25,11.26,11.56,11.0,10.99,1651047.88,-0.42,-3.68,11.192,10.794,10.735,2014110.0,1958665.35,2145528.21,3.34,0
2013-11-26,10.9,11.08,10.82,10.71,1206863.38,-0.18,-1.64,11.166,10.841,10.699,1857639.48,1917103.3,2023736.53,2.44,0
2013-11-27,10.8,11.33,11.14,10.73,1507809.12,0.32,2.96,11.224,10.952,10.661,1908113.93,1930647.48,1950535.81,3.05,0
2013-11-28,11.09,11.19,10.89,10.85,1594302.62,-0.25,-2.24,11.054,11.011,10.671,1572585.7,1909057.14,1886173.85,3.22,0
2013-11-29,10.9,11.07,10.95,10.86,984487.0,0.06,0.55,10.96,11.061,10.729,1388902.0,1769490.81,1793260.06,1.99,0
2013-12-02,10.5,10.64,9.86,9.86,2576187.25,-1.09,-9.95,10.732,10.962,10.73,1573929.87,1794019.94,1847578.1,5.21,0
2013-12-03,9.57,9.98,9.84,9.42,1527615.12,-0.02,-0.2,10.536,10.851,10.682,1638080.22,1747859.85,1800751.31,3.09,0
2013-12-04,9.85,10.14,9.91,9.73,1263090.62,0.07,0.71,10.29,10.757,10.662,1589136.52,1748625.22,1761421.91,2.55,0
2013-12-05,9.88,9.96,9.71,9.71,967361.69,-0.2,-2.02,10.054,10.554,10.614,1463748.34,1518167.02,1706616.97,1.96,0
2013-12-06,9.72,9.94,9.8,9.69,855299.62,0.09,0.93,9.824,10.392,10.569,1437910.86,1413406.43,1668574.47,1.73,0
2013-12-09,9.85,9.89,9.66,9.57,1119428.0,-0.14,-1.43,9.784,10.258,10.526,1146559.01,1360244.44,1659454.9,2.26,0
2013-12-10,9.73,10.29,10.1,9.72,2159037.25,0.44,4.55,9.836,10.186,10.514,1272843.44,1455461.83,1686282.57,4.36,0
2013-12-11,10.07,10.07,10.01,9.83,1008602.19,-0.09,-0.89,9.856,10.073,10.513,1221945.75,1405541.14,1668094.31,2.04,0
2013-12-12,10.03,10.22,10.09,9.9,1166745.75,0.08,0.8,9.932,9.993,10.502,1261822.56,1362785.45,1635921.29,2.36,0
2013-12-13,10.04,10.05,9.94,9.91,705293.69,-0.15,-1.49,9.96,9.892,10.477,1231821.38,1334866.12,1552178.47,1.43,0
2013-12-16,9.8,9.86,9.22,9.15,2213654.0,-0.72,-7.24,9.872,9.828,10.395,1450666.58,1298612.79,1546316.37,4.48,0
2013-12-17,9.24,9.47,9.22,9.2,780912.44,0.0,0.0,9.696,9.766,10.309,1175041.61,1223942.52,1485901.19,1.58,0
2013-12-18,9.23,9.55,9.46,9.07,951018.38,0.24,2.6,9.586,9.721,10.239,1163524.85,1192735.3,1470680.26,1.92,0
2013-12-19,9.47,9.5,9.21,9.21,684262.25,-0.25,-2.64,9.41,9.671,10.113,1067028.15,1164425.36,1341296.19,1.38,0
2013-12-20,9.25,9.79,9.72,9.13,1948466.5,0.51,5.54,9.366,9.663,10.028,1315662.71,1273742.05,1343574.24,3.94,0
2013-12-23,9.6,9.66,9.43,9.34,767161.12,-0.29,-2.98,9.408,9.64,9.949,1026364.14,1238515.36,1299379.9,1.55,0
2013-12-24,9.45,9.64,9.33,9.25,983585.5,-0.1,-1.06,9.43,9.563,9.875,1066898.75,1120970.18,1288216.01,1.99,0
2013-12-25,9.33,9.56,9.43,9.25,835019.25,0.1,1.07,9.424,9.505,9.789,1043698.92,1103611.89,1254576.51,1.69,0
2013-12-26,9.36,9.39,9.1,9.09,850084.94,-0.33,-3.5,9.402,9.406,9.7,1076863.46,1071945.81,1217365.63,1.72,0
2013-12-27,9.05,9.32,9.19,8.92,890371.75,0.09,0.99,9.296,9.331,9.612,865244.51,1090453.61,1212659.87,1.8,0
2013-12-30,9.3,9.3,9.11,9.07,759895.44,-0.08,-0.87,9.232,9.32,9.574,863791.38,945077.76,1121845.28,1.54,0
2013-12-31,9.01,9.14,9.03,8.97,607776.94,-0.08,-0.88,9.172,9.301,9.534,788629.66,927764.21,1075853.37,1.23,0
2014-01-02,9.0,9.24,9.1,8.95,621143.62,0.07,0.78,9.106,9.265,9.493,745854.54,894776.73,1043756.02,1.26,0
2014-01-03,9.1,9.55,9.37,9.05,1624438.62,0.27,2.97,9.16,9.281,9.476,900725.27,988794.37,1076609.86,3.29,0
2014-01-06,9.29,9.29,9.01,8.94,1024617.38,-0.36,-3.84,9.124,9.21,9.437,927574.4,896409.46,1085075.75,2.07,0
2014-01-07,9.14,9.39,9.18,9.06,1001976.56,0.17,1.89,9.138,9.185,9.413,975990.62,919891.0,1079203.18,2.03,0
2014-01-08,9.21,9.57,9.39,9.0,1711237.75,0.21,2.29,9.21,9.191,9.377,1196682.79,992656.23,1056813.2,3.46,0
2014-01-09,9.3,9.66,9.4,9.25,1780753.75,0.01,0.11,9.27,9.188,9.347,1428604.81,1087229.68,1095420.78,3.6,0
2014-01-10,9.38,9.53,9.28,9.23,906478.0,-0.12,-1.28,9.252,9.206,9.306,1285012.69,1092868.98,1082407.39,1.83,0
2014-01-13,9.21,9.26,9.11,8.99,898712.88,-0.17,-1.83,9.272,9.198,9.265,1259831.79,1093703.09,1092078.35,1.82,0
2014-01-14,9.11,9.35,9.32,9.0,960086.06,0.21,2.31,9.3,9.219,9.27,1251453.69,1113722.16,1029399.96,1.94,0
2014-01-15,9.36,9.64,9.55,9.25,1313983.62,0.23,2.47,9.332,9.271,9.286,1172002.86,1184342.82,1056053.52,2.66,0
2014-01-16,9.6,9.8,9.52,9.52,1723337.75,-0.03,-0.31,9.356,9.313,9.289,1160519.66,1294562.24,1094669.48,3.49,0
2014-01-17,9.48,9.66,9.4,9.34,952227.19,-0.12,-1.26,9.38,9.316,9.299,1169669.5,1227341.09,1108067.73,1.93,0
2014-01-20,9.4,9.75,9.56,9.28,1139579.25,0.16,1.7,9.47,9.371,9.291,1217842.77,1238837.28,1067623.37,2.31,0
2014-01-21,9.6,9.81,9.7,9.53,1156348.62,0.14,1.46,9.546,9.423,9.304,1257095.29,1254274.49,1087082.74,2.34,0
2014-01-22,9.69,10.14,10.05,9.59,2508378.75,0.35,3.61,9.646,9.489,9.34,1495974.31,1333988.59,1163322.41,5.08,0
2014-01-23,10.05,10.2,10.04,9.89,1900544.75,-0.01,-0.1,9.75,9.553,9.371,1531415.71,1345967.69,1216598.68,3.85,0
2014-01-24,9.98,10.33,10.26,9.94,1741407.0,0.22,2.19,9.922,9.651,9.429,1689251.67,1429460.59,1261164.78,3.52,0
2014-01-27,10.16,11.19,10.83,10.13,2623471.75,0.57,5.56,10.176,9.823,9.511,1986030.17,1601936.47,1347819.78,5.31,0
2014-01-28,10.75,10.93,10.58,10.5,1367631.12,-0.25,-2.31,10.352,9.949,9.584,2028286.67,1642690.98,1378206.57,2.77,0
2014-01-29,10.71,11.07,10.82,10.54,1609485.75,0.24,2.27,10.506,10.076,9.674,1848508.07,1672241.19,1428292.01,3.26,0
2014-01-30,11.0,11.16,10.38,10.29,1614728.0,-0.44,-4.07,10.574,10.162,9.738,1791344.72,1661380.22,1477971.23,3.27,0
2014-02-07,10.2,10.46,10.38,9.99,1433763.88,0.0,0.0,10.598,10.26,9.788,1729816.1,1709533.89,1468437.49,2.9,0
2014-02-10,10.6,10.82,10.51,10.5,1702360.38,0.13,1.25,10.534,10.355,9.863,1545593.83,1765812.0,1502324.64,3.45,0
2014-02-11,10.51,10.61,10.27,10.14,1794366.25,-0.24,-2.28,10.472,10.412,9.918,1630940.85,1829613.76,1541944.13,3.63,0
2014-02-12,10.26,10.68,10.64,10.17,1716865.0,0.37,3.6,10.436,10.471,9.98,1652416.7,1750462.39,1542225.49,3.47,0
2014-02-13,10.59,10.74,10.25,10.23,1476022.0,-0.39,-3.67,10.41,10.492,10.023,1624675.5,1708010.11,1526988.9,2.99,0
2014-02-14,10.19,10.35,10.3,10.1,904105.38,0.05,0.49,10.394,10.496,10.074,1518743.8,1624279.95,1526870.27,1.83,0
2014-02-17,10.37,10.71,10.62,10.21,1810862.12,0.32,3.11,10.416,10.475,10.149,1540444.15,1543018.99,1572477.73,3.67,0
2014-02-18,10.82,10.87,10.6,10.51,1625553.62,-0.02,-0.19,10.482,10.477,10.213,1506681.62,1568811.24,1605751.11,3.29,0
2014-02-19,10.6,11.43,11.37,10.41,3350258.0,0.77,7.26,10.628,10.532,10.304,1833360.22,1742888.46,1707564.83,6.78,0
2014-02-20,11.18,11.33,11.02,10.88,2418181.25,-0.35,-3.08,10.782,10.596,10.379,2021792.07,1823233.79,1742307.0,4.89,0
2014-02-21,10.98,11.09,10.7,10.55,1585067.62,-0.32,-2.9,10.862,10.628,10.444,2157984.52,1838364.16,1773949.02,3.21,0
2014-02-24,10.58,10.6,10.36,10.17,1318542.88,-0.34,-3.18,10.81,10.613,10.484,2059520.67,1799982.41,1782897.21,2.67,0
2014-02-25,10.37,10.46,9.77,9.62,1589957.38,-0.59,-5.7,10.644,10.563,10.488,2052401.43,1779541.53,1804577.64,3.22,0
2014-02-26,9.73,9.74,9.5,9.32,1206917.75,-0.27,-2.76,10.27,10.449,10.46,1623733.38,1728546.8,1739504.59,2.44,0
2014-02-27,9.56,9.72,9.25,9.23,1151922.0,-0.25,-2.63,9.916,10.349,10.421,1370481.53,1696136.8,1702073.46,2.33,0
2014-02-28,9.13,9.37,9.35,9.0,1176361.5,0.1,1.08,9.646,10.254,10.375,1288740.3,1723362.41,1673821.18,2.38,0
2014-03-03,9.23,9.35,9.23,9.12,1056305.5,-0.12,-1.28,9.42,10.115,10.295,1236292.83,1647906.75,1595462.87,2.14,0
2014-03-04,9.17,9.23,9.17,9.03,975763.12,-0.06,-0.65,9.3,9.972,10.225,1113453.97,1582927.7,1575869.47,1.97,0
2014-03-05,9.27,9.55,9.41,9.24,1422252.12,0.24,2.62,9.282,9.776,10.154,1156520.85,1390127.11,1566507.79,2.88,0
2014-03-06,9.39,9.5,9.46,9.18,1014929.06,0.05,0.53,9.324,9.62,10.108,1129122.26,1249801.89,1536517.84,2.05,0
2014-03-07,9.4,9.52,9.33,9.32,835076.25,-0.13,-1.37,9.32,9.483,10.056,1060865.21,1174802.76,1506583.46,1.69,0
2014-03-10,9.17,9.18,8.72,8.71,1270327.88,-0.61,-6.54,9.218,9.319,9.966,1103669.69,1169981.26,1484981.83,2.57,0
2014-03-11,8.47,8.64,8.46,8.23,1208220.12,-0.26,-2.98,9.076,9.188,9.876,1150161.09,1131807.53,1455674.53,2.45,0
2014-03-12,8.2,8.21,7.68,7.61,3433993.5,-0.78,-9.22,8.73,9.006,9.728,1552509.36,1354515.11,1541530.95,6.95,0
2014-03-13,7.61,7.92,7.85,7.53,1740608.0,0.17,2.21,8.408,8.866,9.608,1697645.15,1413383.7,1554760.25,3.52,0
2014-03-14,7.75,7.88,7.69,7.61,1036671.25,-0.16,-2.04,8.08,8.7,9.477,1737964.15,1399414.68,1561388.55,2.1,0
2014-03-17,7.68,7.87,7.82,7.66,890802.44,0.13,1.69,7.9,8.559,9.337,1662059.06,1382864.37,1515385.56,1.8,0
2014-03-18,7.83,7.9,7.84,7.75,999094.0,0.02,0.26,7.776,8.426,9.199,1620233.84,1385197.46,1484062.58,2.02,0
2014-03-19,7.82,7.82,7.68,7.61,930349.12,-0.16,-2.04,7.776,8.253,9.015,1119504.96,1336007.16,1363067.14,1.88,0
2014-03-20,7.66,7.74,7.18,7.16,1316156.38,-0.5,-6.51,7.642,8.025,8.823,1034614.64,1366129.89,1307965.89,2.66,0
2014-03-21,7.06,7.49,7.39,7.06,1133484.75,0.21,2.92,7.582,7.831,8.657,1053977.34,1395970.74,1285386.75,2.29,0
2014-03-24,7.34,7.54,7.43,7.3,847174.31,0.04,0.54,7.504,7.702,8.511,1045251.71,1353655.39,1261818.32,1.71,0
