date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,halt
2016-10-18,6.73,6.85,6.83,6.73,109346.53,0.08,1.19,6.79,6.757,6.747,80922.96,72911.89,70550.2,0.28,0
2016-10-17,6.78,6.84,6.75,6.74,89361.26,-0.02,-0.29,6.792,6.741,6.75,77981.68,66941.87,70278.8,0.23,0
2016-10-14,6.79,6.8,6.77,6.73,75770.67,-0.03,-0.44,6.798,6.728,6.759,76538.46,66379.88,71683.69,0.19,0
2016-10-13,6.8,6.82,6.8,6.76,69423.81,0.0,0.0,6.776,6.727,6.77,72522.88,64018.81,75802.59,0.18,0
2016-10-12,6.81,6.83,6.8,6.76,60712.54,-0.04,-0.58,6.752,6.724,6.782,69201.82,65584.93,79148.79,0.15,0
2016-10-11,6.78,6.85,6.84,6.75,94640.11,0.06,0.89,6.724,6.719,6.791,64900.82,64800.04,80916.72,0.24,0
2016-10-10,6.72,6.79,6.78,6.69,82145.16,0.12,1.8,6.69,6.709,6.796,55902.06,59589.59,80226.91,0.21,0
2016-09-30,6.66,6.71,6.66,6.63,55692.77,-0.02,-0.3,6.658,6.708,6.804,56221.3,57591.61,82917.57,0.14,0
2016-09-29,6.67,6.73,6.68,6.65,52818.51,0.02,0.3,6.678,6.716,6.818,55514.74,56830.53,83300.38,0.13,0
2016-09-28,6.69,6.69,6.66,6.61,39207.54,-0.01,-0.15,6.696,6.73,6.83,61968.04,58815.11,85411.94,0.1,0
2016-09-27,6.61,6.67,6.67,6.6,49646.31,0.05,0.76,6.714,6.737,6.841,64699.27,68188.5,86917.28,0.13,0
2016-09-26,6.76,6.77,6.62,6.62,83741.39,-0.14,-2.07,6.728,6.758,6.851,63277.12,73615.74,87949.38,0.21,0
2016-09-23,6.78,6.82,6.76,6.75,52159.97,-0.01,-0.15,6.758,6.79,6.864,58961.93,76987.51,90105.88,0.13,0
2016-09-22,6.78,6.81,6.77,6.76,85085.0,0.02,0.3,6.754,6.812,6.874,58146.31,87586.37,91322.33,0.21,0
2016-09-21,6.76,6.8,6.75,6.73,52863.67,0.01,0.15,6.764,6.84,6.886,55662.17,92712.65,94228.49,0.13,0
2016-09-20,6.78,6.8,6.74,6.73,42535.55,-0.03,-0.44,6.76,6.862,6.894,71677.74,97033.39,97038.9,0.11,0
2016-09-19,6.75,6.81,6.77,6.73,62165.44,0.03,0.45,6.788,6.883,6.907,83954.36,100864.23,101801.19,0.16,0
2016-09-14,6.76,6.78,6.74,6.72,48081.87,-0.08,-1.17,6.822,6.9,6.923,95013.09,108243.53,108878.08,0.12,0
2016-09-13,6.76,6.84,6.82,6.73,72664.34,0.09,1.34,6.87,6.919,6.94,117026.43,109770.23,125851.39,0.18,0
2016-09-12,6.77,6.8,6.73,6.7,132941.5,-0.15,-2.18,6.916,6.93,6.947,129763.13,112008.76,134448.6,0.34,0
2016-09-09,6.93,6.96,6.88,6.87,103918.67,-0.06,-0.86,6.964,6.945,6.958,122389.05,105646.06,142294.97,0.26,0
2016-09-08,6.97,7.0,6.94,6.89,117459.06,-0.04,-0.57,6.978,6.944,6.954,117774.1,102283.01,142849.45,0.3,0
2016-09-07,7.04,7.09,6.98,6.98,158148.58,-0.07,-0.99,6.978,6.937,6.941,121473.97,103224.24,140188.05,0.4,0
2016-09-06,6.97,7.05,7.05,6.89,136347.84,0.08,1.15,6.968,6.935,6.927,102514.02,95058.28,136954.74,0.34,0
2016-09-05,6.95,7.03,6.97,6.92,96071.1,0.02,0.29,6.944,6.932,6.914,94254.4,95744.32,134817.08,0.24,0
2016-09-02,6.95,6.99,6.95,6.87,80843.91,0.01,0.14,6.926,6.925,6.903,88903.08,97044.41,134412.34,0.2,0
2016-09-01,6.93,7.02,6.94,6.91,135958.44,0.01,0.14,6.91,6.931,6.891,86791.92,102738.15,134944.04,0.34,0
2016-08-31,6.92,6.98,6.93,6.87,63348.83,0.0,0.0,6.896,6.946,6.88,84974.51,109512.63,133413.8,0.16,0
2016-08-30,6.88,6.95,6.93,6.87,95049.7,0.05,0.73,6.902,6.961,6.871,87602.54,141932.54,142053.49,0.24,0
2016-08-29,6.9,6.91,6.88,6.83,69314.52,0.01,0.15,6.92,6.963,6.854,97234.24,156888.44,140076.04,0.17,0
2016-08-26,6.87,6.92,6.87,6.85,70288.13,0.0,0.0,6.924,6.97,6.836,105185.74,178943.87,140158.88,0.18,0
2016-08-25,6.94,6.94,6.87,6.82,126871.38,-0.09,-1.29,6.952,6.963,6.821,118684.37,183415.89,140501.58,0.32,0
2016-08-24,7.02,7.04,6.96,6.94,76488.98,-0.06,-0.85,6.996,6.944,6.806,134050.75,177151.86,139305.7,0.19,0
2016-08-23,6.88,7.08,7.02,6.85,143208.2,0.12,1.74,7.02,6.919,6.785,196262.54,178851.19,145136.92,0.36,0
2016-08-22,7.03,7.06,6.9,6.9,109072.03,-0.11,-1.57,7.006,6.895,6.771,216542.63,173889.84,141119.14,0.28,0
2016-08-19,7.08,7.08,7.01,6.92,137781.25,-0.08,-1.13,7.016,6.88,6.76,252702.0,171780.27,138554.95,0.35,0
2016-08-18,7.03,7.12,7.09,7.01,203703.27,0.01,0.14,6.974,6.851,6.744,248147.4,167149.93,136182.47,0.51,0
2016-08-17,7.03,7.27,7.08,7.0,387547.97,0.13,1.87,6.892,6.813,6.728,220252.97,157314.97,129919.49,0.98,0
2016-08-16,6.95,7.05,6.95,6.91,244608.64,0.0,0.0,6.818,6.78,6.713,161439.84,142174.43,114494.43,0.62,0
2016-08-15,6.84,6.98,6.95,6.79,289868.88,0.15,2.21,6.784,6.744,6.706,131237.05,123263.64,109640.25,0.73,0
2016-08-12,6.71,6.8,6.8,6.68,115008.25,0.12,1.8,6.744,6.701,6.694,90858.53,101373.88,100810.47,0.29,0
2016-08-11,6.74,6.75,6.68,6.68,64231.09,-0.03,-0.45,6.728,6.678,6.695,86152.47,97587.28,100930.09,0.16,0
2016-08-10,6.78,6.79,6.71,6.71,93482.36,-0.07,-1.03,6.734,6.668,6.704,94376.98,101459.55,107707.93,0.24,0
2016-08-09,6.75,6.79,6.78,6.73,93594.68,0.03,0.44,6.742,6.651,6.716,122909.02,111422.64,123969.74,0.24,0
2016-08-08,6.73,6.76,6.75,6.66,87976.27,0.03,0.45,6.704,6.647,6.705,115290.23,108348.44,126325.32,0.22,0
2016-08-05,6.7,6.79,6.72,6.69,91477.93,0.01,0.15,6.658,6.64,6.691,111889.24,105329.63,128297.39,0.23,0
2016-08-04,6.75,6.77,6.71,6.64,105353.65,-0.04,-0.59,6.628,6.636,6.677,109022.09,105215.01,127164.42,0.27,0
2016-08-03,6.61,6.88,6.75,6.59,236142.55,0.16,2.43,6.602,6.643,6.665,108542.12,102524.01,126486.37,0.6,0
2016-08-02,6.52,6.59,6.59,6.51,55500.77,0.07,1.07,6.56,6.645,6.653,99936.26,86814.44,119529.72,0.14,0
2016-08-01,6.53,6.58,6.52,6.47,70971.29,-0.05,-0.76,6.59,6.667,6.65,101406.65,96016.85,122193.25,0.18,0
2016-07-29,6.59,6.61,6.57,6.54,77142.18,-0.01,-0.15,6.622,6.687,6.647,98770.03,100247.05,124205.73,0.19,0
2016-07-28,6.54,6.59,6.58,6.42,102953.81,0.04,0.61,6.644,6.712,6.638,101407.94,104272.9,123773.37,0.26,0
2016-07-27,6.75,6.85,6.54,6.39,193113.27,-0.2,-2.97,6.684,6.739,6.628,96505.9,113956.32,122252.8,0.49,0
2016-07-26,6.7,6.74,6.74,6.67,62852.71,0.06,0.9,6.73,6.78,6.621,73692.61,136516.84,117922.27,0.16,0
2016-07-25,6.68,6.74,6.68,6.66,57788.16,0.0,0.0,6.744,6.762,6.603,90627.06,144302.21,120530.46,0.15,0
2016-07-22,6.78,6.8,6.68,6.67,90331.76,-0.1,-1.48,6.752,6.741,6.596,101724.07,151265.15,123293.88,0.23,0
2016-07-21,6.77,6.83,6.78,6.75,78443.61,0.01,0.15,6.78,6.718,6.584,107137.86,149113.82,124158.65,0.2,0
2016-07-20,6.77,6.82,6.77,6.75,79046.82,-0.04,-0.59,6.794,6.687,6.569,131406.73,150448.72,123768.64,0.2,0
2016-07-19,6.75,6.92,6.81,6.74,147524.94,0.09,1.34,6.83,6.661,6.554,199341.07,152245.01,123222.16,0.37,0
2016-07-18,6.82,6.82,6.72,6.71,113273.22,-0.1,-1.47,6.78,6.632,6.533,197977.35,148369.65,120066.02,0.29,0
2016-07-15,6.88,6.88,6.82,6.75,117400.71,-0.03,-0.44,6.73,6.607,6.52,200806.22,148164.4,117613.98,0.3,0
2016-07-14,6.93,6.93,6.85,6.79,199787.98,-0.1,-1.44,6.656,6.563,6.504,191089.79,143273.83,117595.71,0.5,0
2016-07-13,6.59,7.12,6.95,6.58,418718.5,0.39,5.95,6.58,6.516,6.479,169490.71,130549.28,110824.61,1.06,0
2016-07-12,6.47,6.57,6.56,6.45,140706.36,0.09,1.39,6.492,6.462,6.453,105148.94,99327.7,93638.39,0.35,0
2016-07-11,6.45,6.53,6.47,6.44,127417.57,0.02,0.31,6.484,6.443,6.44,98761.94,96758.72,89104.39,0.32,0
2016-07-08,6.47,6.47,6.45,6.43,68818.54,-0.02,-0.31,6.484,6.45,6.431,95522.58,95322.62,86646.68,0.17,0
2016-07-07,6.51,6.51,6.47,6.44,91792.59,-0.04,-0.61,6.47,6.449,6.435,95457.88,99203.48,86331.12,0.23,0
2016-07-06,6.5,6.51,6.51,6.43,97009.66,-0.01,-0.15,6.452,6.45,6.438,91607.85,97088.56,84453.37,0.24,0
2016-07-05,6.47,6.54,6.52,6.46,108771.36,0.05,0.77,6.432,6.447,6.442,93506.46,94199.32,84772.79,0.27,0
2016-07-04,6.35,6.49,6.47,6.34,111220.77,0.09,1.41,6.402,6.433,6.445,94755.49,91762.39,85128.04,0.28,0
2016-07-01,6.39,6.42,6.38,6.37,68495.01,0.0,0.0,6.416,6.433,6.446,95122.65,87063.56,83577.68,0.17,0
2016-06-30,6.42,6.42,6.38,6.37,72542.43,-0.03,-0.47,6.428,6.445,6.452,102949.08,91917.6,85165.12,0.18,0
